Education_Sector,School_Name,School_Type,Address_Line_1,Address_Town,Address_Postcode,Full_Phone_No,longitude,latitude
Government,Mount Beauty Primary School,Primary,Lakeside Avenue,Mount Beauty,3699,03 5754 4354,147.17159,-36.739498
Government,Newlands Primary School,Primary,2-26 Murphy Street,Preston,3072,03 9354 2928,144.984747,-37.730062
Government,Somers School Camp,Primary,124 Lord Somers Road,Somers,3927,03 5983 5302,145.145747,-38.388785
Government,Newborough Primary School,Primary,24 Murray Road,Newborough,3825,03 5127 1448,146.292787,-38.188582
Government,Traralgon (Stockdale Road) Primary School,Primary,7 Stockdale Road,Traralgon,3844,03 5174 1607,146.524169,-38.18998
Government,Gowrie Street Primary School Shepparton,Primary,1-19 Gowrie Street,Shepparton,3630,03 5821 3100,145.396348,-36.366802
Government,Tootgarook Primary School,Primary,Carmichael Street,Tootgarook,3941,03 5985 2864,144.857321,-38.369477
Government,Moe (South Street) Primary School,Primary,34 South Street,Moe,3825,03 5127 1512,146.260064,-38.183188
Government,Roslyn Primary School,Primary,183 Roslyn Road,Belmont,3216,03 5243 3538,144.329816,-38.174006
Government,Newport Gardens Primary School,Primary,Cnr Woods St & Maddox Rd,Newport,3015,03 9391 2168,144.867692,-37.84488
Government,St Georges Road Primary School Shepparton,Primary,120 St Georges Road,Shepparton,3630,03 5821 3383,145.405737,-36.390092
Government,Malvern Valley Primary School,Primary,Abbotsford Avenue,Malvern East,3145,03 9569 5820,145.081553,-37.880801
Government,Newborough East Primary School,Primary,300 Old Sale Road,Newborough,3825,03 5126 1399,146.29376,-38.179
Government,Belmore School,Special,49 Stroud Street,Balwyn,3103,03 9859 8762,145.081145,-37.804284
Government,Croxton Special School,Special,159-165 Beaconsfield Parade,Northcote,3070,03 9482 5482,144.9873978,-37.76399724
Government,Herne Hill Primary School,Primary,2-24 Gwynne Street,Hamlyn Heights,3218,03 5278 4117,144.332405,-38.129536
Government,Frankston East Primary School,Primary,6A Ashleigh Avenue,Frankston,3199,03 9789 9552,145.145122,-38.14633
Government,Selby Primary School,Primary,2 Morley Street,Selby,3159,03 9754 2675,145.366817,-37.91135772
Government,Reservoir East Primary School,Primary,58 Boldrewood Parade,Reservoir,3073,03 9460 1569,145.021837,-37.719975
Government,Tucker Road Bentleigh Primary School,Primary,16 Tucker Rd,Bentleigh,3204,03 9557 2044,145.049012,-37.932543
Government,Katunga Primary School,Primary,24 CARTER STREET,Katunga,3640,03 5864 6365,145.455613,-35.998559
Government,Ballarat North Primary School,Primary,513 Landsborough Street,Ballarat,3350,03 5333 3387,143.8628108,-37.54009926
Government,Bandiana Primary School,Primary,44 Leumeah Road,Bandiana,3694,02 6056 2826,146.927135,-36.152965
Government,Greythorn Primary School,Primary,Reading Avenue,Balwyn North,3104,03 9857 9762,145.09588,-37.801459
Government,Warragul North Primary School,Primary,5 O'Dowds Road,Warragul,3820,03 5623 4066,145.939854,-38.148107
Government,Horsham West and Haven Primary School,Primary,24 Hillary Street,Horsham,3400,03 5382 1285,142.179993,-36.717424
Government,Traralgon (Kosciuszko Street) Primary School,Primary,36 Kosciuszko Street,Traralgon,3844,03 5174 2512,146.515364,-38.199268
Government,Traralgon (Liddiard Road) Primary School,Primary,148 Liddiard Road,Traralgon,3844,03 5174 1795,146.551488,-38.201551
Government,Eastwood Primary School,Primary,Alexandra Road,Ringwood East,3135,03 9870 6103,145.25247,-37.817183
Government,Pascoe Vale South Primary School,Primary,411-429 Reynard Street,Pascoe Vale South,3044,03 9386 4301,144.935615,-37.745716
Government,Lalor Primary School,Primary,26 Maxwell Street,Lalor,3075,03 9465 3037,145.0258521,-37.67067484
Government,Reservoir West Primary School,Primary,5a Carrington Road,Reservoir,3073,03 9478 8211,144.990229,-37.722135
Government,Coatesville Primary School,Primary,21 Mackie Road,Bentleigh East,3165,03 9570 1652,145.073236,-37.920339
Government,Old Orchard Primary School,Primary,88 Koonung Road,Blackburn North,3130,03 9877 7899,145.152388,-37.807591
Government,Huntingdale Primary School,Primary,Grange Street,Oakleigh South,3167,03 9544 2318,145.102276,-37.913101
Government,Box Hill North Primary School,Primary,Elizabeth Street,Box Hill North,3129,03 9890 5023,145.123311,-37.800792
Government,Ferntree Gully North Primary School,Primary,111 Forest Road,Ferntree Gully,3156,03 9758 1662,145.299422,-37.874787
Government,Ararat West Primary School,Primary,Kneebone Street,Ararat,3377,03 5352 1909,142.920999,-37.277361
Government,Oak Park Primary School,Primary,Willett Avenue,Oak Park,3046,03 9306 9182,144.914553,-37.715675
Government,Dandenong North Primary School,Primary,117-125 Cleeland Street,Dandenong,3175,03 9794 7899,145.215422,-37.976563
Government,Bairnsdale West Primary School,Primary,Cnr Wallace & Mckean Streets,Bairnsdale,3875,03 5152 3516,147.608096,-37.824541
Government,Kalianna Special School,Special,Nolan Street,Bendigo,3550,03 5442 1311,144.278655,-36.737835
Government,Harrisfield Primary School,Primary,495 Princes Hwy,Noble Park,3174,03 9546 9210,145.179526,-37.954424
Government,Pascoe Vale North Primary School,Primary,Kent Road,Pascoe Vale,3044,03 9354 3343,144.94848,-37.721258
Government,Belle Vue Primary School,Primary,20 Highview Road,Balwyn North,3104,03 9859 6123,145.078733,-37.781943
Government,Oberon Primary School,Primary,28 Dorothy Avenue,Belmont,3216,03 5243 1613,144.34199,-38.179439
Government,Moe Primary School,Primary,Cnr Elizabeth & King Streets,Moe,3825,03 5127 2607,146.246722,-38.189727
Government,St Albans East Primary School,Primary,7-17 Station Avenue,St Albans,3021,03 9366 2071,144.811045,-37.741972
Government,Bourchier Street Primary School Shepparton,Primary,Cnr Bourchier St & Balaclava R,Shepparton,3630,03 5821 3488,145.412966,-36.366538
Government,Swan Hill North Primary School,Primary,118 Chapman Street,Swan Hill,3585,03 5032 4577,143.546066,-35.331787
Government,Sunshine Heights Primary School,Primary,1-19 Mailey Street,Sunshine,3020,03 8311 7100,144.817806,-37.792214
Government,Sunshine North Primary School,Primary,65 - 71 Suffolk Road,Sunshine North,3020,03 9311 2400,144.837349,-37.772179
Government,Banyule Primary School,Primary,Banyule Road,Rosanna,3084,03 9459 0732,145.077646,-37.743369
Government,Portland South Primary School,Primary,133-141 Edgar Street,Portland,3305,03 5523 2911,141.610615,-38.365275
Government,Rosanna Golf Links Primary School,Primary,Interlaken Parade,Rosanna,3084,03 9457 4178,145.074532,-37.735116
Government,Cheltenham East Primary School,Primary,Silver Street,Cheltenham,3192,03 9583 5746,145.068353,-37.965256
Government,Cranbourne South Primary School,Primary,Pearcedale Road,Cranbourne South,3977,03 9782 2999,145.24508,-38.14839
Government,Yarrunga Primary School,Primary,38 - 50 White Street,Wangaratta,3677,03 5721 2682,146.317178,-36.37256
Government,Ballarat Specialist School,Special,25 Gillies Street North,Lake Gardens,3355,03 5334 1302,143.8186955,-37.55244058
Government,Preston North East Primary School,Primary,93 Tyler Street,East Preston,3072,03 9478 8078,145.029455,-37.733052
Government,Orbost North Primary School,Primary,Rupert St,Orbost,3888,03 5154 1217,148.466001,-37.697788
Government,Nelson Park School,Special,Libau Avenue,Bell Park,3215,03 5278 3620,144.337703,-38.114241
Government,Craigieburn Primary School,Primary,87 - 91 Grand Boulevard,Craigieburn,3064,03 9308 1228,144.932871,-37.582572
Government,Warrnambool East Primary School,Primary,Ward Street,Warrnambool,3280,03 5562 4100,142.499578,-38.389589
Government,Colac South West Primary School,Primary,238 Wilson Street,Colac,3250,03 5232 1170,143.572026,-38.343634
Government,George Street Primary School - Hamilton,Primary,32-48 George Street,Hamilton,3300,03 5571 1478,142.034454,-37.747887
Government,Valkstone Primary School,Primary,Valkstone Street,Bentleigh East,3165,03 9570 3986,145.057169,-37.914608
Government,Overport Primary School,Primary,Towerhill Road,Frankston,3199,03 9783 8777,145.126972,-38.160488
Government,Wembley Primary School,Primary,32 St Leonards Ave,Yarraville,3013,03 9314 7054,144.874845,-37.82048
Government,Rosamond Special School,Special,276 Ballarat Road,Braybrook,3019,03 9311 1511,144.8554086,-37.77963666
Government,Bonbeach Primary School,Primary,29-63 Breeze Street,Bonbeach,3196,03 9772 3471,145.12674,-38.066598
Government,Heatherhill Primary School,Primary,959 Heatherton Road,Springvale,3171,03 9546 7562,145.158474,-37.962711
Government,Beaumaris North Primary School,Primary,Wood Street,Beaumaris,3193,03 9589 5449,145.036273,-37.974138
Government,Hamlyn Banks Primary School,Primary,2-24 Chaucer Street,Hamlyn Heights,3215,03 5278 3100,144.327808,-38.117972
Government,Yarraman Oaks Primary School,Primary,27 Liege Avenue,Noble Park,3174,03 9792 4406,145.191525,-37.970289
Government,Mount Pleasant Road Nunawading Primary School,Primary,Mt Pleasant Road,Nunawading,3131,03 9878 1730,145.180128,-37.82871
Government,Glenroy West Primary School,Primary,York Street,Glenroy,3046,03 9306 8955,144.90843,-37.705045
Government,Dandenong South Primary School,Primary,52 Kirkham Road,Dandenong,3175,03 9792 3726,145.212015,-37.998498
Government,St Albans North Primary School,Primary,George Street,St Albans,3021,03 9366 2029,144.801314,-37.731684
Government,Avondale Primary School,Primary,Clarendon St,Avondale Heights,3034,03 9318 1755,144.861529,-37.766157
Government,Beverley Hills Primary School,Primary,2 - 14 Cassowary Street,Doncaster East,3109,03 9842 1428,145.15887,-37.796933
Government,Wodonga West Primary School,Primary,Lawrence Street,Wodonga,3690,02 6024 1188,146.876708,-36.122414
Government,Frankston Heights Primary School,Primary,10 Kalmia Street,Frankston,3199,03 9783 4988,145.146711,-38.162278
Government,Kerrimuir Primary School,Primary,178 Dorking Road,Box Hill North,3129,03 9898 1494,145.135123,-37.803634
Government,Heathmont East Primary School,Primary,Louis Street,Heathmont,3135,03 9729 5439,145.257688,-37.830346
Government,Strathmore North Primary School,Primary,Mascoma Street,Strathmore,3041,03 9379 6575,144.916146,-37.724859
Government,Oakleigh South Primary School,Primary,Riley Street,Oakleigh South,3167,03 9570 1016,145.0946,-37.923377
Government,Thomastown East Primary School,Primary,82 Cedar Street,Thomastown,3074,03 9465 3032,145.0251341,-37.680455
Government,Mount Waverley Heights Primary School,Primary,36 Solomon Street,Mount Waverley,3149,03 9807 8120,145.11176,-37.889201
Government,East Bentleigh Primary School,Primary,Bignell Road,East Bentleigh,3165,03 9570 3525,145.069921,-37.934649
Government,Watsonia Primary School,Primary,Nell Street West,Watsonia,3087,03 9435 2917,145.086625,-37.70643
Government,Parktone Primary School,Primary,Robert Street,Parkdale,3195,03 9580 1207,145.087618,-37.98704
Government,Antonio Park Primary School,Primary,631-639 Whitehorse Road,Mitcham,3132,03 9874 4371,145.206052,-37.816199
Government,Kingsbury Primary School,Primary,1A Maryborough Avenue,Kingsbury,3083,03 9462 2711,145.037204,-37.716025
Government,Katandra School,Special,2 Walsh Street,Ormond,3204,03 9578 6991,145.040738,-37.902061
Government,Ardeer Primary School,Primary,Suspension Street,Ardeer,3022,03 9363 1194,144.800473,-37.780957
Government,Westall Primary School,Primary,Fairbank Road,Clayton South,3169,03 9546 8964,145.135824,-37.942431
Government,Tullamarine Primary School,Primary,Broadmeadows Road,Tullamarine,3043,03 9338 2826,144.87957,-37.702204
Government,Guthridge Primary School,Primary,Dawson Street,Sale,3850,03 5144 3633,147.083829,-38.095698
Government,Park Orchards Primary School,Primary,1-3 Bowmore Avenue,Park Orchards,3114,03 9876 1249,145.215817,-37.779724
Government,Albion North Primary School,Primary,67-73 Furlong Road,Sunshine North,3020,03 9312 5900,144.823899,-37.76269
Government,Blackburn Lake Primary School,Primary,12 - 14 Florence Street,Blackburn,3130,03 9894 2855,145.166097,-37.827601
Government,Laburnum Primary School,Primary,Janet Street,Blackburn,3130,03 9898 5811,145.138753,-37.827083
Government,Rollins Primary School,Primary,Wolseley Grove,Bell Post Hill,3215,03 5278 3022,144.32709,-38.101293
Government,Heatherwood School,Special,370-380 Springvale Road,Donvale,3111,03 9842 8319,145.1780362,-37.80033733
Government,Bellaire Primary School,Primary,59-71 Larcombe Street,Highton,3216,03 5243 5203,144.319575,-38.179471
Government,Pinewood Primary School,Primary,27-35 Pinewood Drive,Mount Waverley,3149,03 8847 3200,145.14221,-37.890157
Government,Broadmeadows Primary School,Primary,62-70 Blair Street,Broadmeadows,3047,03 9302 6060,144.9291021,-37.68042434
Government,Moomba Park Primary School,Primary,111 Anderson Road,Fawkner,3060,03 9359 2028,144.966573,-37.695789
Government,Keilor Heights Primary School,Primary,Ronald Grove,Keilor East,3033,03 9336 1739,144.866495,-37.737516
Government,Ainslie Parklands Primary School,Primary,Hinkley Ave,Croydon,3136,03 9870 1566,145.264244,-37.793786
Government,Parkmore Primary School,Primary,38-54 Jolimont Road,Forest Hill,3131,03 9878 5556,145.175731,-37.843634
Government,Lara Primary School,Primary,120 Flinders Avenue,Lara,3212,03 5282 1427,144.410715,-38.015802
Government,Mullum Primary School,Primary,18 Panfield Avenue,Ringwood,3134,03 9870 2120,145.239443,-37.797737
Government,Cranbourne Park Primary School,Primary,1 Tucker Street,Cranbourne,3977,03 5996 1142,145.277482,-38.103932
Government,Viewbank Primary School,Primary,Nevin Parade,Viewbank,3084,03 9459 1512,145.08999,-37.73473
Government,Greenhills Primary School,Primary,Mine Street,Greensborough,3088,03 9435 4181,145.118648,-37.692278
Government,Upwey South Primary School,Primary,91 Morris Road,Upwey,3158,03 9757 0200,145.3268393,-37.91313917
Government,Simpson Primary School,Primary,1 Cockayne Street,Simpson,3266,03 5594 3298,143.20788,-38.498615
Government,Invergordon Primary School,Primary,1292 Invergordon Road,Invergordon,3636,03 5865 5287,145.611098,-36.145694
Government,Eltham East Primary School,Primary,16 Grove Street,Eltham,3095,03 9439 9793,145.1551034,-37.71147745
Government,Belvedere Park Primary School,Primary,30 Belvedere Road,Seaford,3198,03 9786 3205,145.146813,-38.109716
Government,Essex Heights Primary School,Primary,22-30 Essex Road,Mount Waverley,3149,03 9807 4944,145.115107,-37.862945
Government,Mountain Gate Primary School,Primary,Adele Avenue,Ferntree Gully,3156,03 9758 2811,145.268773,-37.886296
Government,Fairhills Primary School,Primary,Manuka Drive,Ferntree Gully,3156,03 9758 3007,145.265708,-37.869247
Government,Boronia West Primary School,Primary,25 Tormore Road,Boronia,3155,03 9762 2510,145.278481,-37.858563
Government,Southmoor Primary School,Primary,Rica Street,Moorabbin,3189,03 9555 1235,145.055962,-37.941834
Government,Ringwood Heights Primary School,Primary,60 Summit Crescent,Ringwood North,3134,03 9870 3050,145.217809,-37.80286
Government,Glenroy Specialist School,Special,208 Hilton St,Glenroy,3046,03 9304 2263,144.9205292,-37.69935785
Government,Ruskin Park Primary School,Primary,18 - 20 Ruskin Ave,Croydon,3136,03 9723 3886,145.29616,-37.798944
Government,Emerson School,Special,1430 Heatherton Road,Dandenong,3175,03 9791 8900,145.208098,-37.969865
Government,Fyans Park Primary School,Primary,37 Cook Street,Newtown,3220,03 5221 3772,144.326861,-38.153799
Government,Karingal Primary School,Primary,Mallum Avenue,Frankston,3199,03 9789 0514,145.152277,-38.137924
Government,Mount View Primary School,Primary,Shepherd Road,Glen Waverley,3150,03 9560 0471,145.178848,-37.883549
Government,Syndal South Primary School,Primary,14 Montgomery Avenue,Mount Waverley,3149,03 9802 5277,145.142973,-37.879094
Government,Montmorency South Primary School,Primary,64 Buena Vista Drive,Montmorency,3094,03 9439 6201,145.129831,-37.725583
Government,Berendale School,Special,2 Berend Street,Hampton East,3188,03 9555 6141,145.031808,-37.938959
Government,Altona North Primary School,Primary,51 Cresser Street,Altona North,3025,03 9391 4572,144.849365,-37.836928
Government,Burwood Heights Primary School,Primary,Cnr Hawthorn & Mahoneys Rds,Burwood East,3151,03 9803 8311,145.1627393,-37.84674269
Government,Stawell West Primary School,Primary,80-88 Cooper Street,Stawell,3380,03 5358 1661,142.771294,-37.065765
Government,Watsonia Heights Primary School,Primary,61 Henry Street,Greensborough,3088,03 9435 4617,145.100728,-37.715299
